MarkettypeID	TradingDate	RiskPremium1	RiskPremium2	SMB1	SMB2	HML1	HML2
P9710	2004/8/6	-0.001054	-0.000054	0.001987	0.0025	0.003791	0.003832
P9710	2004/8/9	0.002946	0.002946	0.0096	0.013181	-0.002272	-0.003108
P9710	2004/8/10	0.002946	0.002946	-0.000525	-0.000935	0.000728	0.000372
P9710	2004/8/11	-0.012054	-0.012054	0.007638	0.007196	-0.002205	-0.001698
P9710	2004/8/12	-0.014054	-0.013054	0.009882	0.011183	-0.008076	-0.008539
P9710	2004/8/13	0.000946	-0.000054	0.003548	0.002211	-0.002957	-0.002577
P9710	2004/8/16	-0.013054	-0.012054	0.021521	0.020515	-0.009179	-0.008702
P9710	2004/8/17	0.002946	0.002946	0.008691	0.008425	-0.005305	-0.005502
P9710	2004/8/18	-0.002054	-0.002054	0.007513	0.005797	-0.00466	-0.004931
P9710	2004/8/19	-0.015054	-0.014054	0.010855	0.013756	-0.010692	-0.010626
P9710	2004/8/20	-0.001054	-0.000054	-0.005934	-0.004746	0.001811	0.002202
P9710	2004/8/23	-0.011054	-0.011054	-0.006151	-0.008559	0.003842	0.004117
P9710	2004/8/24	0.015946	0.015946	-0.013061	-0.014101	0.012078	0.012144
P9710	2004/8/25	-0.005054	-0.005054	0.000906	0.002315	-0.001676	-0.001754
P9710	2004/8/26	-0.005054	-0.005054	0.011476	0.011965	-0.004825	-0.004838
P9710	2004/8/27	-0.010054	-0.010054	0.002291	0.002926	0.001011	0.001376
P9710	2004/8/30	-0.000054	-0.000054	-0.007028	-0.006379	0.007187	0.006963
P9710	2004/8/31	0.017946	0.017946	-0.009612	-0.010227	0.001319	0.001158
P9710	2004/9/1	-0.015054	-0.015054	0.003122	0.002572	0.001399	0.00123
P9710	2004/9/2	0.006946	0.005946	-0.01718	-0.018844	0.006382	0.006351
P9710	2004/9/3	-0.001054	-0.001054	-0.003294	-0.00405	0.003601	0.003487
P9710	2004/9/6	-0.002054	-0.003054	-0.004351	-0.005542	0.002912	0.002755
P9710	2004/9/7	0.000946	0.001946	0.001173	0.001731	-0.002431	-0.003306
P9710	2004/9/8	-0.008054	-0.010054	-0.003939	-0.005628	-0.002073	-0.002399
P9710	2004/9/9	-0.019054	-0.019054	0.002094	0.002009	-0.00109	-0.000659
P9710	2004/9/10	0.001946	0.001946	0.001972	0.001382	0.001391	0.000988
P9710	2004/9/13	-0.022054	-0.021054	0.00679	0.006216	-0.000941	-0.001644
P9710	2004/9/14	0.030946	0.030946	-0.008077	-0.00686	0.001671	0.001357
P9710	2004/9/15	0.045946	0.044946	-0.013196	-0.013692	0.004083	0.004801
P9710	2004/9/16	0.010946	0.011946	-0.009517	-0.007231	0.004875	0.00473
P9710	2004/9/17	0.032946	0.031946	0.000675	0.000868	-0.004543	-0.003659
P9710	2004/9/20	0.035946	0.035946	-0.005877	-0.006585	-0.002557	-0.002363
P9710	2004/9/21	-0.007054	-0.007054	-0.003868	-0.002857	-0.000029	0.000328
P9710	2004/9/22	-0.020054	-0.020054	0.003415	0.005829	-0.002749	-0.003214
P9710	2004/9/23	0.031946	0.030946	0.01262	0.009338	-0.011479	-0.011612
P9710	2004/9/24	-0.021054	-0.020054	0.015923	0.017382	-0.010686	-0.010431
P9710	2004/9/27	-0.008054	-0.007054	0.018991	0.02012	-0.008151	-0.00945
P9710	2004/9/28	0.006946	0.006946	0.003194	0.001748	-0.003571	-0.00314
P9710	2004/9/29	-0.011054	-0.011054	0.002394	0.00277	-0.000383	0.000925
P9710	2004/9/30	-0.016054	-0.016054	0.006516	0.005948	-0.006801	-0.006348
P9710	2004/10/8	0.024946	0.021946	-0.00868	-0.0094	-0.012434	-0.009012
P9710	2004/10/11	-0.004054	-0.005054	-0.009261	-0.011044	-0.002845	-0.002779
P9710	2004/10/12	-0.020054	-0.021054	-0.004315	-0.00431	0.002482	0.00222
P9710	2004/10/13	0.000946	0.000946	0.000041	0.001123	-0.008766	-0.009072
P9710	2004/10/14	-0.044054	-0.042054	0.024272	0.024424	-0.004911	-0.006443
P9710	2004/10/15	-0.005054	-0.005054	0.013156	0.01235	-0.01102	-0.010694
P9710	2004/10/18	0.000946	-0.000054	-0.004042	-0.00623	0.009655	0.012354
P9710	2004/10/19	0.000946	0.000946	0.00603	0.004605	0.000954	0.000871
P9710	2004/10/20	-0.005054	-0.005054	0.016453	0.01848	-0.0129	-0.013212
P9710	2004/10/21	-0.015054	-0.015054	0.023117	0.022933	-0.019875	-0.0199
P9710	2004/10/22	0.010946	0.011946	0.016023	0.019362	-0.009144	-0.008928
P9710	2004/10/25	-0.014054	-0.015054	-0.000775	-0.001106	-0.00942	-0.008087
P9710	2004/10/26	0.009946	0.010946	-0.005393	-0.003832	-0.000617	-0.000972
P9710	2004/10/27	0.012946	0.012946	-0.020189	-0.018592	0.005982	0.005095
P9710	2004/10/28	-0.001054	-0.001054	0.009101	0.007503	0.002176	0.000715
P9710	2004/10/29	-0.018061	-0.017061	0.004258	0.006009	-0.012176	-0.013002
P9710	2004/11/1	-0.014061	-0.014061	-0.010195	-0.010075	-0.005154	-0.006693
P9710	2004/11/2	-0.004061	-0.004061	-0.002053	-0.0028	-0.001238	-0.001641
P9710	2004/11/3	0.018939	0.018939	-0.00888	-0.007381	0.008402	0.006637
P9710	2004/11/4	-0.019061	-0.018061	0.005354	0.007002	0.002812	0.002844
P9710	2004/11/5	-0.000061	-0.000061	-0.000798	0.000787	0.00197	0.001743
P9710	2004/11/8	-0.000061	-0.000061	-0.003275	-0.004057	-0.004083	-0.004404
P9710	2004/11/9	0.002939	0.002939	-0.001349	-0.000659	0.001272	0.000958
P9710	2004/11/10	0.037939	0.036939	-0.002239	-0.003625	0.001601	0.003039
P9710	2004/11/11	-0.005061	-0.006061	-0.00607	-0.00694	0.006012	0.005788
P9710	2004/11/12	0.002939	0.003939	0.001591	0.002995	0.000521	-0.000177
P9710	2004/11/15	0.012939	0.013939	0.000105	0.000384	0.001439	0.001632
P9710	2004/11/16	-0.000061	-0.000061	0.003866	0.002715	-0.000562	-0.000319
P9710	2004/11/17	-0.010061	-0.010061	0.001048	0.000895	-0.007849	-0.007139
P9710	2004/11/18	0.009939	0.009939	-0.006095	-0.007173	0.000534	0.000387
P9710	2004/11/19	0.007939	0.007939	-0.005914	-0.005774	0.004912	0.00455
P9710	2004/11/22	0.003939	0.002939	-0.017079	-0.018069	0.003875	0.004388
P9710	2004/11/23	-0.006061	-0.008061	-0.016207	-0.019067	0.006043	0.006171
P9710	2004/11/24	-0.010061	-0.010061	0.017864	0.019485	-0.004516	-0.003896
P9710	2004/11/25	-0.002061	-0.001061	0.009328	0.011204	-0.002401	-0.002931
P9710	2004/11/26	0.000939	-0.000061	-0.005915	-0.007436	0.006209	0.006334
P9710	2004/11/29	-0.015061	-0.015061	0.004617	0.003258	-0.007573	-0.006949
P9710	2004/11/30	0.002939	0.002939	-0.006894	-0.007016	0.001368	0.001288
P9710	2004/12/1	-0.003061	-0.004061	-0.00153	-0.003417	-0.001464	-0.000848
P9710	2004/12/2	0.000939	-0.000061	-0.012868	-0.016475	0.007867	0.008263
P9710	2004/12/3	0.003939	0.002939	-0.0113	-0.010927	0.004804	0.003721
P9710	2004/12/6	0.000939	0.000939	-0.002022	-0.002925	0.003243	0.00389
P9710	2004/12/7	-0.013061	-0.012061	0.010159	0.011695	-0.004677	-0.003494
P9710	2004/12/8	0.001939	0.001939	-0.006031	-0.006392	-0.000513	-0.001161
P9710	2004/12/9	0.007939	0.008939	0.010473	0.012954	0.001486	0.001339
P9710	2004/12/10	-0.017061	-0.017061	0.019894	0.021238	-0.011375	-0.010738
P9710	2004/12/13	-0.006061	-0.005061	0.006625	0.007259	-0.002681	-0.00242
P9710	2004/12/14	-0.003061	-0.002061	0.001952	0.003044	-0.005057	-0.005609
P9710	2004/12/15	0.002939	0.003939	0.015317	0.017228	0.00241	0.002774
P9710	2004/12/16	-0.008061	-0.008061	0.008529	0.008867	-0.005122	-0.004852
P9710	2004/12/17	-0.011061	-0.011061	-0.004188	-0.004399	0.002741	0.00347
P9710	2004/12/20	-0.012061	-0.012061	-0.007897	-0.009012	0.004348	0.003752
P9710	2004/12/21	-0.000061	-0.000061	-0.007466	-0.007451	0.003657	0.003413
P9710	2004/12/22	0.025939	0.025939	-0.00759	-0.007148	-0.000507	-0.000518
P9710	2004/12/23	-0.019061	-0.019061	0.005091	0.00454	-0.00227	-0.002173
P9710	2004/12/24	0.001939	0.001939	0.001766	0.001711	-0.003157	-0.004135
P9710	2004/12/27	-0.004061	-0.003061	0.00296	0.003337	0.002117	0.002395
P9710	2004/12/28	-0.002061	-0.002061	0.003486	0.002482	-0.008971	-0.008333
P9710	2004/12/29	-0.005061	-0.004061	0.004542	0.005531	-0.002878	-0.002906
P9710	2004/12/30	-0.001061	-0.001061	0.008668	0.009411	-0.00604	-0.00712
P9710	2004/12/31	-0.011061	-0.010061	0.012508	0.014233	-0.015131	-0.016103
P9710	2005/1/4	-0.016061	-0.018061	-0.006748	-0.00905	-0.001903	-0.00302
P9710	2005/1/5	0.010939	0.009939	-0.013749	-0.015536	0.005943	0.004986
P9710	2005/1/6	-0.009061	-0.009061	-0.002591	-0.00359	0.005702	0.004199
P9710	2005/1/7	0.003939	0.003939	-0.004103	-0.003467	0.00777	0.006511
P9710	2005/1/10	0.006939	0.006939	-0.005016	-0.004754	-0.002827	-0.00313
P9710	2005/1/11	0.002939	0.002939	-0.001311	-0.001509	0.002164	0.002026
P9710	2005/1/12	-0.000061	-0.000061	0.001984	0.000961	-0.000182	-0.000677
P9710	2005/1/13	0.000939	0.000939	-0.002145	-0.002712	-0.002811	-0.00217
P9710	2005/1/14	-0.010061	-0.009061	0.003574	0.003932	0.000386	0.00126
P9710	2005/1/17	-0.022061	-0.023061	0.00345	0.001153	-0.012079	-0.011633
P9710	2005/1/18	0.008939	0.007939	-0.010738	-0.012776	0.002499	0.003108
P9710	2005/1/19	-0.006061	-0.006061	-0.004075	-0.004144	0.003133	0.003545
P9710	2005/1/20	-0.012061	-0.012061	0.006467	0.005858	-0.002413	-0.002632
P9710	2005/1/21	0.021939	0.022939	0.006147	0.010409	0.009109	0.009792
P9710	2005/1/24	0.018939	0.017939	-0.004184	-0.004624	-0.001288	-0.000935
P9710	2005/1/25	-0.001061	-0.000061	0.013458	0.011261	-0.011809	-0.01138
P9710	2005/1/26	-0.010061	-0.009061	0.0025	0.002348	-0.003062	-0.003224
P9710	2005/1/27	-0.014061	-0.013061	0.004811	0.005414	0.000879	0.000271
P9710	2005/1/28	-0.011061	-0.011061	0.020189	0.021634	-0.007727	-0.007396
P9710	2005/1/31	-0.020061	-0.019061	0.029501	0.033791	-0.016105	-0.014924
P9710	2005/2/1	-0.004061	-0.003061	0.018362	0.021089	-0.004136	-0.002302
P9710	2005/2/2	0.052939	0.052939	0.000005	-0.000048	0.008149	0.007723
P9710	2005/2/3	-0.009061	-0.007061	0.021922	0.023336	-0.017096	-0.020094
P9710	2005/2/4	0.019939	0.019939	0.008821	0.010412	0.000968	-0.0003
P9710	2005/2/16	0.008939	0.007939	-0.008083	-0.010307	-0.002126	-0.00074
P9710	2005/2/17	-0.000061	-0.001061	-0.008534	-0.011098	0.005738	0.005683
P9710	2005/2/18	-0.013061	-0.013061	-0.004141	-0.005279	-0.001794	-0.001991
P9710	2005/2/21	0.018939	0.019939	0.001211	0.002562	-0.001939	-0.001501
P9710	2005/2/22	0.022939	0.021939	-0.008667	-0.008318	0.000754	0.001124
P9710	2005/2/23	0.001939	0.001939	-0.016893	-0.016967	-0.00104	-0.001033
P9710	2005/2/24	0.000939	0.000939	-0.002707	-0.005061	0.000786	0.000941
P9710	2005/2/25	0.001939	0.001939	0.002035	0.00224	0.000695	-0.00007
P9710	2005/2/28	-0.003061	-0.004061	-0.001039	-0.001952	-0.005049	-0.003789
P9710	2005/3/1	-0.003061	-0.002061	-0.006895	-0.006648	0.003052	0.001605
P9710	2005/3/2	-0.013061	-0.012061	0.002435	0.003262	-0.000813	-0.000502
P9710	2005/3/3	0.005939	0.005939	0.002245	0.001877	-0.000778	0.000297
P9710	2005/3/4	-0.005061	-0.005061	0.00335	0.00428	-0.00352	-0.003081
P9710	2005/3/7	0.005939	0.004939	0.004666	0.002832	-0.005676	-0.004557
P9710	2005/3/8	0.020939	0.019939	0.001242	0.000984	-0.007756	-0.004819
P9710	2005/3/9	0.000939	0.000939	-0.005934	-0.00645	-0.003954	-0.004571
P9710	2005/3/10	-0.025061	-0.024061	0.002536	0.002973	-0.007103	-0.008589
P9710	2005/3/11	0.005939	0.003939	0.004359	0.001835	-0.016235	-0.012395
P9710	2005/3/14	0.000939	0.001939	0.019807	0.021615	-0.018341	-0.019435
P9710	2005/3/15	-0.016061	-0.018061	-0.00459	-0.007879	-0.000235	-0.00063
P9710	2005/3/16	-0.010061	-0.010061	-0.001489	-0.002791	0.000566	0.002621
P9710	2005/3/17	-0.010061	-0.010061	0.004176	0.005132	-0.00688	-0.007346
P9710	2005/3/18	-0.015061	-0.015061	0.008655	0.010855	0.001314	0.000685
P9710	2005/3/21	0.001939	0.001939	0.004676	0.005397	-0.007669	-0.006981
P9710	2005/3/22	-0.020061	-0.020061	0.026825	0.026269	-0.036577	-0.035385
P9710	2005/3/23	-0.004061	-0.004061	-0.002237	-0.002902	0.006743	0.003018
P9710	2005/3/24	0.004939	0.004939	-0.012169	-0.012041	0.01862	0.017066
P9710	2005/3/25	-0.001061	-0.001061	0.00053	0.000795	0.001701	0.000988
P9710	2005/3/28	-0.005061	-0.005061	0.012328	0.012794	-0.009289	-0.007821
P9710	2005/3/29	-0.004061	-0.004061	0.002677	0.002691	-0.001979	-0.001881
P9710	2005/3/30	-0.022061	-0.020061	0.018298	0.022211	0.001996	-0.00014
P9710	2005/3/31	0.007939	0.007939	-0.00327	-0.000534	-0.002809	-0.004036
P9710	2005/4/1	0.035939	0.035939	0.005156	0.00507	-0.004647	-0.00428
P9710	2005/4/4	-0.015061	-0.015061	0.006167	0.005383	-0.015845	-0.014916
P9710	2005/4/5	-0.007061	-0.007061	0.00215	0.001735	-0.010145	-0.009644
P9710	2005/4/6	0.018939	0.018939	0.010245	0.009249	-0.016817	-0.015189
P9710	2005/4/7	0.010939	0.009939	-0.008325	-0.010507	0.008894	0.008875
P9710	2005/4/8	0.017939	0.017939	0.003391	0.004017	0.001126	0.000391
P9710	2005/4/11	-0.007061	-0.007061	-0.010641	-0.012196	0.009948	0.009562
P9710	2005/4/12	-0.017061	-0.017061	0.008769	0.009497	-0.010352	-0.010653
P9710	2005/4/13	0.021939	0.021939	-0.000833	-0.000513	0.011693	0.009874
P9710	2005/4/14	-0.013061	-0.012061	0.00748	0.011054	-0.000722	-0.001584
P9710	2005/4/15	-0.016061	-0.015061	0.019741	0.020592	-0.014545	-0.012453
P9710	2005/4/18	-0.015061	-0.016061	0.012608	0.010937	-0.00507	-0.006095
P9710	2005/4/19	0.000939	0.000939	0.002975	0.003675	0.003995	0.003583
P9710	2005/4/20	-0.014061	-0.014061	0.013253	0.013559	-0.005373	-0.004394
P9710	2005/4/21	-0.011061	-0.011061	0.025491	0.02573	-0.026075	-0.025525
P9710	2005/4/22	-0.007061	-0.006061	0.024167	0.027456	-0.010799	-0.010916
P9710	2005/4/25	-0.029061	-0.019061	0.002168	0.01559	0.016092	-0.005669
P9710	2005/4/26	0.009939	0.007939	-0.010801	-0.012659	0.007584	0.006329
P9710	2005/4/27	-0.013061	-0.014061	0.01352	0.010596	-0.019051	-0.018685
P9710	2005/4/28	0.017939	0.017939	-0.009584	-0.008749	0.010125	0.008853
P9710	2005/4/29	-0.014061	-0.012061	0.003716	0.005532	0.004333	0.002525
P9710	2005/5/9	-0.032061	-0.030061	0.02097	0.022698	-0.004565	-0.005862
P9710	2005/5/10	0.004939	0.003939	0.013631	0.012419	0.001851	0.003503
P9710	2005/5/11	-0.013061	-0.012061	-0.009668	-0.008732	0.014759	0.012888
P9710	2005/5/12	-0.016061	-0.017061	-0.021109	-0.022694	0.014501	0.016427
P9710	2005/5/13	0.002939	0.002939	-0.01608	-0.01527	0.005086	0.003929
P9710	2005/5/16	-0.012061	-0.012061	-0.013061	-0.014119	0.005202	0.00529
P9710	2005/5/17	0.005939	0.004939	-0.00864	-0.009478	0.007427	0.006597
P9710	2005/5/18	0.001939	0.001939	-0.013636	-0.014233	0.008236	0.006496
P9710	2005/5/19	0.000939	-0.000061	-0.001506	-0.002052	0.001959	0.002801
P9710	2005/5/20	-0.005061	-0.005061	0.011388	0.010789	-0.012449	-0.011511
P9710	2005/5/23	-0.026061	-0.027061	0.018753	0.018612	-0.011472	-0.010581
P9710	2005/5/24	0.008939	0.006939	-0.024447	-0.028315	0.013487	0.013289
P9710	2005/5/25	-0.000061	-0.001061	-0.011533	-0.013379	0.005897	0.005089
P9710	2005/5/26	-0.013061	-0.013061	-0.009745	-0.010162	0.006479	0.006363
P9710	2005/5/27	-0.010061	-0.008061	-0.006812	-0.002762	0.006606	0.006753
P9710	2005/5/30	0.005939	0.006939	-0.01066	-0.009297	0.005889	0.004101
P9710	2005/5/31	0.000939	0.000939	0.001661	0.000609	-0.001075	-0.000178
P9710	2005/6/1	-0.023061	-0.022061	-0.002423	-0.001471	0.009303	0.007386
P9710	2005/6/2	-0.022061	-0.022061	-0.021817	-0.022898	0.01181	0.012936
P9710	2005/6/3	-0.004061	-0.004061	0.000002	-0.001742	-0.006113	-0.006404
P9710	2005/6/6	0.023939	0.023939	0.016689	0.017559	-0.023821	-0.020915
P9710	2005/6/7	-0.002061	-0.003061	-0.00933	-0.010621	0.005986	0.005116
P9710	2005/6/8	0.078939	0.080939	0.009458	0.01293	-0.0079	-0.008314
P9710	2005/6/9	0.009939	0.011939	0.002445	0.002664	0.001661	0.00116
P9710	2005/6/10	-0.022061	-0.021061	-0.003543	-0.001663	0.000464	-0.001768
P9710	2005/6/13	0.002939	0.002939	-0.00605	-0.007401	0.016812	0.018145
P9710	2005/6/14	-0.013061	-0.013061	0.009773	0.010081	-0.004078	-0.004197
P9710	2005/6/15	-0.022061	-0.021061	0.007744	0.009238	-0.007296	-0.010128
P9710	2005/6/16	0.009939	0.011939	0.006196	0.008936	-0.004875	-0.008078
P9710	2005/6/17	-0.007061	-0.006061	0.002837	0.004747	0.019723	0.015651
P9710	2005/6/20	0.024939	0.024939	-0.003762	-0.002113	-0.000123	0.002722
P9710	2005/6/21	-0.013061	-0.013061	-0.009749	-0.008963	0.001313	0.00129
P9710	2005/6/22	0.001939	0.000939	-0.006116	-0.006858	-0.003983	-0.004503
P9710	2005/6/23	-0.007061	-0.008061	0.007986	0.006433	-0.008034	-0.00684
P9710	2005/6/24	0.005939	0.007939	0.004245	0.006593	-0.001397	-0.001902
P9710	2005/6/27	0.023939	0.023939	-0.006244	-0.005001	-0.002043	-0.002135
P9710	2005/6/28	-0.018061	-0.018061	0.003676	0.00327	-0.002469	-0.002144
P9710	2005/6/29	-0.011061	-0.007061	-0.003743	0.000494	0.001668	-0.003118
P9710	2005/6/30	-0.027061	-0.026061	0.007499	0.00847	-0.009709	-0.011041
P9710	2005/7/1	-0.027061	-0.027061	0.032978	0.033308	-0.021347	-0.020032
P9710	2005/7/4	-0.009061	-0.008061	0.01958	0.019837	-0.019468	-0.019514
P9710	2005/7/5	-0.009061	-0.009061	-0.005391	-0.004585	0.004713	0.004052
P9710	2005/7/6	-0.007061	-0.007061	-0.005462	-0.005439	0.008464	0.009422
P9710	2005/7/7	0.001939	0.003939	-0.003014	-0.000679	0.001045	0.000918
P9710	2005/7/8	-0.023061	-0.022061	0.025028	0.025738	-0.015971	-0.016243
P9710	2005/7/11	-0.009061	-0.008061	0.011541	0.013482	-0.006338	-0.00764
P9710	2005/7/12	0.032939	0.033939	0.00191	0.002794	-0.003247	-0.003912
P9710	2005/7/13	-0.008061	-0.008061	0.001442	0.001876	0.000237	-0.000525
P9710	2005/7/14	0.000939	0.000939	0.002909	0.002941	-0.005058	-0.005499
P9710	2005/7/15	-0.016061	-0.015061	0.02172	0.021594	-0.025234	-0.02456
P9710	2005/7/18	-0.020061	-0.018061	0.02595	0.028462	-0.027523	-0.029372
P9710	2005/7/19	0.002939	0.002939	-0.005563	-0.006603	0.003863	0.004645
P9710	2005/7/20	0.006939	0.006939	0.001526	0.002065	-0.000174	0.000551
P9710	2005/7/21	-0.001061	-0.001061	0.007379	0.004054	-0.007789	-0.007797
P9710	2005/7/22	0.026939	0.026939	-0.002691	-0.00221	0.013857	0.01542
P9710	2005/7/25	-0.003061	-0.002061	0.000068	0.000067	0.000569	0.000262
P9710	2005/7/26	0.027939	0.027939	0.003236	0.003761	0.005423	0.006882
P9710	2005/7/27	0.015939	0.015939	-0.00732	-0.007211	0.012689	0.011954
P9710	2005/7/28	-0.001061	-0.002061	-0.006186	-0.007401	-0.008602	-0.006861
P9710	2005/7/29	-0.004061	-0.004061	0.001144	0.00158	-0.001813	-0.001766
P9710	2005/8/1	0.005939	0.005939	-0.002406	-0.002563	0.00135	0.001126
P9710	2005/8/2	0.016939	0.016939	-0.003979	-0.005152	0.006705	0.007492
P9710	2005/8/3	0.009939	0.007939	-0.004968	-0.008108	0.001571	0.004295
P9710	2005/8/4	-0.006061	-0.006061	0.002995	0.002966	-0.003379	-0.004348
P9710	2005/8/5	0.025939	0.025939	-0.006948	-0.005653	0.004563	0.004657
P9710	2005/8/8	0.008939	0.009939	-0.007054	-0.006052	0.004044	0.004474
P9710	2005/8/9	0.009939	0.011939	-0.014322	-0.009934	0.008437	0.006661
P9710	2005/8/10	0.008939	0.008939	-0.006825	-0.006237	-0.00345	-0.004788
P9710	2005/8/11	0.017939	0.017939	0.003608	0.006461	-0.013358	-0.0114
P9710	2005/8/12	-0.015061	-0.014061	0.005679	0.008348	-0.005378	-0.006582
P9710	2005/8/15	0.016939	0.015939	-0.015949	-0.016003	0.005819	0.006099
P9710	2005/8/16	-0.008061	-0.009061	-0.018328	-0.020623	0.00663	0.005282
P9710	2005/8/17	0.010939	0.011939	-0.01972	-0.016689	0.005147	0.003928
P9710	2005/8/18	-0.037061	-0.039061	0.000086	-0.002862	-0.002966	-0.002705
P9710	2005/8/19	0.000939	0.000939	0.008885	0.007295	-0.004687	-0.006156
P9710	2005/8/22	0.006939	0.004939	-0.007331	-0.00986	-0.002346	-0.0008
P9710	2005/8/23	-0.011061	-0.010061	0.00839	0.011085	-0.006306	-0.007122
P9710	2005/8/24	0.011939	0.013939	-0.005718	-0.002758	0.000475	-0.000172
P9710	2005/8/25	0.002939	0.003939	-0.021329	-0.019474	0.003544	0.002606
P9710	2005/8/26	-0.002061	-0.001061	-0.018243	-0.018862	0.00105	0.000566
P9710	2005/8/29	-0.014061	-0.015061	-0.007324	-0.00951	0.001744	0.000195
P9710	2005/8/30	-0.006061	-0.007061	0.013331	0.012447	0.000471	0.000676
P9710	2005/8/31	0.015939	0.015939	-0.002795	-0.001863	0.005177	0.005651
P9710	2005/9/1	0.020939	0.019939	-0.008338	-0.009652	0.004865	0.005255
P9710	2005/9/2	0.003939	0.003939	-0.011248	-0.011267	0.001354	0.00027
P9710	2005/9/5	0.007939	0.006939	-0.013511	-0.014307	0.002366	0.002099
P9710	2005/9/6	-0.019061	-0.019061	0.015496	0.015907	-0.011362	-0.011019
P9710	2005/9/7	0.019939	0.018939	-0.016251	-0.017173	0.006734	0.006482
P9710	2005/9/8	0.000939	-0.000061	0.000882	0.000453	-0.005051	-0.006152
P9710	2005/9/9	-0.007061	-0.005061	0.001318	0.003841	-0.002316	-0.002518
P9710	2005/9/12	-0.000061	-0.001061	-0.015117	-0.016918	0.001853	0.001295
P9710	2005/9/13	0.017939	0.017939	-0.011521	-0.0131	0.002454	0.003242
P9710	2005/9/14	0.008939	0.008939	-0.001195	-0.002052	0.001762	0.000212
P9710	2005/9/15	0.000939	0.000939	-0.005806	-0.0072	0.000082	0.000981
P9710	2005/9/16	-0.002061	-0.003061	-0.006676	-0.008435	0.000208	0.000456
P9710	2005/9/19	0.008939	0.007939	-0.015847	-0.018396	0.005451	0.005227
P9710	2005/9/20	-0.008061	-0.008061	-0.011826	-0.010545	-0.001844	-0.002852
P9710	2005/9/21	-0.019061	-0.019061	0.001422	0.001014	-0.005024	-0.004646
P9710	2005/9/22	-0.027061	-0.026061	0.025505	0.027092	-0.014618	-0.013959
P9710	2005/9/23	-0.008061	-0.008061	0.013854	0.015617	-0.003136	-0.001667
P9710	2005/9/26	0.001939	0.001939	-0.001423	-0.000582	-0.006288	-0.006089
P9710	2005/9/27	-0.019061	-0.020061	0.011232	0.011243	-0.011091	-0.01153
P9710	2005/9/28	-0.002061	-0.002061	0.006435	0.007306	-0.005863	-0.005775
P9710	2005/9/29	0.019939	0.020939	-0.006325	-0.004868	0.001286	0.00146
P9710	2005/9/30	0.000939	-0.000061	0.012811	0.013427	-0.003103	-0.0018
P9710	2005/10/10	-0.018061	-0.018061	0.010827	0.010304	-0.014171	-0.012869
P9710	2005/10/11	0.017939	0.017939	-0.012476	-0.013883	0.004883	0.005024
P9710	2005/10/12	0.005939	0.004939	-0.007295	-0.008801	0.001541	0.001265
P9710	2005/10/13	-0.008061	-0.008061	-0.000966	-0.000335	-0.004176	-0.005089
P9710	2005/10/14	-0.012061	-0.012061	0.001705	0.001434	-0.001689	-0.000573
P9710	2005/10/17	-0.008061	-0.008061	-0.009911	-0.013461	-0.006704	-0.007841
P9710	2005/10/18	0.008939	0.009939	-0.017297	-0.017188	0.00324	0.002727
P9710	2005/10/19	-0.009061	-0.008061	-0.005528	-0.002922	0.002296	0.000332
P9710	2005/10/20	0.000939	0.000939	0.008576	0.009324	-0.009206	-0.008812
P9710	2005/10/21	0.005939	0.005939	-0.004258	-0.00456	0.00196	0.001966
P9710	2005/10/24	-0.001061	-0.002061	-0.002729	-0.001986	-0.011719	-0.011736
P9710	2005/10/25	-0.021061	-0.020061	0.009427	0.010006	-0.007624	-0.008656
P9710	2005/10/26	-0.030061	-0.029061	0.008183	0.010401	-0.004607	-0.004839
P9710	2005/10/27	-0.003061	-0.001061	0.019307	0.020651	-0.014503	-0.013914
P9710	2005/10/28	-0.020061	-0.020061	0.028668	0.027955	-0.007643	-0.006742
P9710	2005/10/31	0.009939	0.010939	-0.001861	-0.000823	-0.000486	0.000323
P9710	2005/11/1	-0.004061	-0.003061	0.009754	0.01288	-0.000772	-0.001235
P9710	2005/11/2	0.014939	0.014939	-0.013129	-0.015611	0.011306	0.010917
P9710	2005/11/3	-0.009061	-0.009061	0.001927	0.002217	0.002505	0.003241
P9710	2005/11/4	0.004939	0.003939	-0.007861	-0.008143	0.003566	0.003196
P9710	2005/11/7	0.000939	-0.000061	-0.013274	-0.012661	0.000044	0.001565
P9710	2005/11/8	0.007939	0.007939	-0.004282	-0.00345	0.004054	0.004222
P9710	2005/11/9	-0.002061	-0.002061	0.005647	0.00518	-0.004067	-0.003656
P9710	2005/11/10	-0.022061	-0.021061	0.02044	0.021703	-0.012017	-0.011312
P9710	2005/11/11	0.002939	0.001939	-0.005428	-0.005188	0.002452	0.002355
P9710	2005/11/14	-0.003061	-0.003061	-0.016309	-0.015342	0.002169	0.003569
P9710	2005/11/15	-0.005061	-0.003061	0.0027	0.005542	0.006139	0.005623
P9710	2005/11/16	0.006939	0.007939	-0.001766	-0.001397	0.009075	0.008751
P9710	2005/11/17	-0.001061	-0.000061	-0.001485	-0.000981	-0.004168	-0.003942
P9710	2005/11/18	0.023939	0.021939	0.000084	-0.001972	0.001536	-0.002395
P9710	2005/11/21	0.001939	0.000939	-0.005361	-0.005536	-0.003642	-0.00119
P9710	2005/11/22	-0.020061	-0.020061	0.006246	0.007129	-0.003718	-0.002968
