Indexcd,Trddt,Daywk,Opnindex,Hiindex,Loindex,Clsindex,Retindex
1,2013/2/28,4,2322.323,2366.164,2308.916,2365.593,0.022641
1,2013/3/1,5,2364.544,2369.649,2330.858,2359.506,-0.002573
1,2013/3/4,1,2332.08,2333.54,2259.247,2273.404,-0.036492
1,2013/3/5,2,2274.808,2328.143,2270.1,2326.306,0.02327
1,2013/3/6,3,2333.615,2351.441,2321.6,2347.179,0.008973
1,2013/3/7,4,2340.436,2352.021,2304.27,2324.293,-0.00975
1,2013/3/8,5,2326.417,2333.667,2314.587,2318.611,-0.002445
1,2013/3/11,1,2314.683,2320.961,2296.583,2310.593,-0.003458
1,2013/3/12,2,2309.158,2333.286,2264.829,2286.605,-0.010382
1,2013/3/13,3,2282.17,2286.329,2253.249,2263.968,-0.0099
1,2013/3/14,4,2255.775,2276.222,2253.31,2270.277,0.002787
1,2013/3/15,5,2269.315,2312.078,2250.005,2278.401,0.003578
1,2013/3/18,1,2267.287,2276.05,2239.214,2240.016,-0.016847
1,2013/3/19,2,2244.265,2261.314,2232.023,2257.434,0.007776
1,2013/3/20,3,2257.737,2317.86,2257.421,2317.374,0.026552
1,2013/3/21,4,2318.205,2330.813,2311.603,2324.242,0.002964
1,2013/3/22,5,2321.403,2331.995,2314.967,2328.278,0.001736
1,2013/3/25,1,2334.735,2344.894,2319.908,2326.715,-0.000671
1,2013/3/26,2,2318.578,2319.988,2281.118,2297.669,-0.012484
1,2013/3/27,3,2299.377,2323.477,2288.995,2301.259,0.001562
1,2013/3/28,4,2273.552,2273.552,2232.906,2236.302,-0.028227
1,2013/3/29,5,2238.485,2246.868,2228.813,2236.621,0.000143
1,2013/4/1,1,2229.46,2243.949,2227.314,2234.395,-0.000995
1,2013/4/2,2,2234.901,2253.421,2220.439,2227.74,-0.002978
1,2013/4/3,3,2232.694,2241.34,2217.252,2225.295,-0.001098
1,2013/4/8,1,2196.238,2212.586,2180.673,2211.592,-0.006158
1,2013/4/9,2,2215.467,2234.725,2215.467,2225.775,0.006413
1,2013/4/10,3,2224.934,2233.04,2212.561,2226.126,0.000158
1,2013/4/11,4,2236.983,2242.479,2217.265,2219.553,-0.002953
1,2013/4/12,5,2218.095,2226.262,2204.438,2206.78,-0.005755
1,2013/4/15,1,2199.914,2204.987,2177.388,2181.942,-0.011255
1,2013/4/16,2,2169.63,2196.432,2165.784,2194.846,0.005914
1,2013/4/17,3,2195.032,2197.508,2178.468,2193.796,-0.000478
1,2013/4/18,4,2181.822,2206.027,2175.444,2197.602,0.001735
1,2013/4/19,5,2201.122,2250.11,2200.584,2244.643,0.021406
1,2013/4/22,1,2236.402,2245.119,2232.258,2242.169,-0.001102
1,2013/4/23,2,2242.616,2242.616,2182.806,2184.538,-0.025703
1,2013/4/24,3,2187.349,2226.117,2184.109,2218.318,0.015463
1,2013/4/25,4,2213.185,2224.63,2191.848,2199.307,-0.00857
1,2013/4/26,5,2203.889,2210.581,2173.864,2177.912,-0.009728
1,2013/5/2,4,2170.783,2179.647,2161.14,2174.123,-0.00174
1,2013/5/3,5,2179.049,2222.811,2179.049,2205.497,0.014431
1,2013/5/6,1,2212.495,2236.066,2212.495,2231.166,0.011639
1,2013/5/7,2,2227.861,2240.256,2219.435,2235.575,0.001976
1,2013/5/8,3,2242.393,2255.208,2235.417,2246.3,0.004797
1,2013/5/9,4,2246.963,2247.864,2221.384,2232.971,-0.005934
1,2013/5/10,5,2228.819,2247.674,2225.812,2246.831,0.006207
1,2013/5/13,1,2247.678,2250.854,2231.363,2241.92,-0.002186
1,2013/5/14,2,2238.904,2239.926,2205.873,2217.01,-0.011111
1,2013/5/15,3,2217.086,2225.186,2213.582,2224.797,0.003512
1,2013/5/16,4,2221.337,2252.872,2210.77,2251.806,0.01214
1,2013/5/17,5,2249.811,2288.091,2248.413,2282.87,0.013795
1,2013/5/20,1,2286.328,2309.392,2281.899,2299.986,0.007498
1,2013/5/21,2,2297.11,2305.301,2290.124,2305.114,0.00223
1,2013/5/22,3,2303.75,2314.183,2292.431,2302.403,-0.001176
1,2013/5/23,4,2293.809,2304.953,2274.102,2275.667,-0.011612
1,2013/5/24,5,2281.445,2292.595,2270.25,2288.533,0.005654
1,2013/5/27,1,2286.661,2301.702,2283.935,2293.077,0.001986
1,2013/5/28,2,2293.4,2322.099,2281.468,2321.318,0.012316
1,2013/5/29,3,2323.539,2334.335,2321.166,2324.017,0.001163
1,2013/5/30,4,2316.253,2325.721,2310.492,2317.749,-0.002697
1,2013/5/31,5,2320.739,2325.534,2299.369,2300.595,-0.007401
1,2013/6/3,1,2300.209,2313.425,2294.113,2299.252,-0.000584
1,2013/6/4,2,2297.1,2297.1,2264.761,2272.416,-0.011672
1,2013/6/5,3,2270.712,2276.865,2260.871,2270.931,-0.000653
1,2013/6/6,4,2264.425,2266.692,2240.07,2242.11,-0.012691
1,2013/6/7,5,2242.263,2250.629,2205.066,2210.898,-0.013921
1,2013/6/13,4,2190.101,2190.101,2126.216,2148.355,-0.028289
1,2013/6/14,5,2150.06,2163.846,2142.78,2162.041,0.00637
1,2013/6/17,1,2165.994,2169.356,2147.029,2156.215,-0.002695
1,2013/6/18,2,2158.546,2161.681,2138.347,2159.291,0.001427
1,2013/6/19,3,2150.816,2150.816,2115.793,2143.454,-0.007334
1,2013/6/20,4,2132.813,2132.813,2082.825,2084.021,-0.027728
1,2013/6/21,5,2058.978,2085.86,2042.879,2073.095,-0.005243
1,2013/6/24,1,2068.862,2068.862,1958.401,1963.235,-0.052993
1,2013/6/25,2,1948.315,1963.566,1849.653,1959.508,-0.001898
1,2013/6/26,3,1954.474,1959.158,1922.824,1951.495,-0.004089
1,2013/6/27,4,1955.126,1980.54,1942.371,1950.013,-0.000759
1,2013/6/28,5,1935.516,1987.984,1925.651,1979.206,0.014971
1,2013/7/1,1,1965.987,1995.916,1957.571,1995.242,0.008102
1,2013/7/2,2,1992.89,2007.62,1978.428,2006.56,0.005672
1,2013/7/3,3,1996.506,1996.537,1965.519,1994.268,-0.006126
1,2013/7/4,4,1982.87,2022.136,1974.103,2006.098,0.005932
1,2013/7/5,5,2006.191,2021.541,2002.367,2007.199,0.000549
1,2013/7/8,1,1983.215,1983.215,1953.121,1958.273,-0.024375
1,2013/7/9,2,1953.602,1969.149,1946.366,1965.454,0.003667
1,2013/7/10,3,1962.84,2009.36,1960.277,2008.126,0.021711
1,2013/7/11,4,2011.02,2092.868,2010.4,2072.991,0.032301
1,2013/7/12,5,2068.044,2074.857,2036.05,2039.486,-0.016163
1,2013/7/15,1,2046.119,2076.665,2037.248,2059.39,0.009759
1,2013/7/16,2,2054.6,2066.363,2038.535,2065.72,0.003074
1,2013/7/17,3,2061.186,2075.813,2043.231,2044.922,-0.010068
1,2013/7/18,4,2038.4,2043.372,2016.899,2023.396,-0.010527
1,2013/7/19,5,2025.317,2035.22,1990.253,1992.648,-0.015196
1,2013/7/22,1,1977.733,2005.474,1970.639,2004.762,0.006079
1,2013/7/23,2,2008.955,2051.526,2005.092,2043.876,0.019511
1,2013/7/24,3,2035.691,2042.773,2010.424,2033.329,-0.00516
1,2013/7/25,4,2037.336,2045.365,2016.431,2021.174,-0.005978
1,2013/7/26,5,2013.19,2021.574,2000.797,2010.85,-0.005108
1,2013/7/29,1,1997.838,1997.838,1969.853,1976.306,-0.017179
1,2013/7/30,2,1981.452,2006.232,1965.361,1990.064,0.006961
1,2013/7/31,3,2000.794,2015.472,1987.88,1993.799,0.001877
1,2013/8/1,4,2000.818,2029.928,1997.058,2029.067,0.017689
1,2013/8/2,5,2039.514,2047.084,2025.654,2029.418,0.000173
1,2013/8/5,1,2031.724,2050.911,2025.226,2050.481,0.010379
1,2013/8/6,2,2043.653,2066.74,2034.957,2060.5,0.004886
1,2013/8/7,3,2056.367,2069.561,2043.75,2046.778,-0.00666
1,2013/8/8,4,2044.436,2058.561,2037.251,2044.895,-0.00092
1,2013/8/9,5,2052.244,2061.708,2030.127,2052.235,0.003589
1,2013/8/12,1,2058.416,2102.347,2055.715,2101.283,0.0239
1,2013/8/13,2,2101.324,2106.397,2093.796,2106.156,0.002319
1,2013/8/14,3,2109.225,2122.965,2093.043,2100.137,-0.002858
1,2013/8/15,4,2099.279,2108.405,2079.969,2081.88,-0.008693
1,2013/8/16,5,2075.983,2198.848,2061.654,2068.452,-0.00645
1,2013/8/19,1,2055.128,2091.132,2052.703,2085.602,0.008291
1,2013/8/20,2,2081.966,2098.98,2066.072,2072.595,-0.006237
1,2013/8/21,3,2076.271,2076.317,2056.913,2072.961,0.000177
1,2013/8/22,4,2069.313,2083.333,2062.367,2067.124,-0.002816
1,2013/8/23,5,2075.929,2079.846,2029.365,2057.458,-0.004676
1,2013/8/26,1,2061.417,2097.344,2056.133,2096.474,0.018963
1,2013/8/27,2,2095.44,2105.376,2090.425,2103.567,0.003383
1,2013/8/28,3,2092.311,2113.817,2080.861,2101.301,-0.001077
1,2013/8/29,4,2108.436,2110.894,2088.236,2097.227,-0.001939
1,2013/8/30,5,2097.217,2114.393,2089.095,2098.382,0.000551
1,2013/9/2,1,2104.09,2108.683,2078.455,2098.448,0.000031
1,2013/9/3,2,2100.449,2123.847,2095.455,2123.112,0.011753
1,2013/9/4,3,2121.68,2132.996,2115.753,2127.618,0.002122
1,2013/9/5,4,2125.255,2127.855,2115.236,2122.43,-0.002438
1,2013/9/6,5,2119.333,2143.244,2119.021,2139.993,0.008275
1,2013/9/9,1,2151.347,2218.529,2151.347,2212.516,0.033889
1,2013/9/10,2,2214.814,2238.551,2202.817,2237.984,0.011511
1,2013/9/11,3,2244.962,2258.075,2233.003,2241.268,0.001467
1,2013/9/12,4,2236.171,2270.268,2226.288,2255.605,0.006397
1,2013/9/13,5,2251.462,2259.424,2228.483,2236.217,-0.008595
1,2013/9/16,1,2244.463,2248.471,2226.171,2231.401,-0.002154
1,2013/9/17,2,2230.388,2230.929,2184.922,2185.56,-0.020544
1,2013/9/18,3,2185.936,2195.904,2172.043,2191.851,0.002878
1,2013/9/23,1,2199.361,2223.068,2198.336,2221.044,0.013319
1,2013/9/24,2,2219.467,2219.543,2187.236,2207.531,-0.006084
1,2013/9/25,3,2206.225,2217.974,2193.722,2198.515,-0.004084
1,2013/9/26,4,2192.226,2192.226,2154.721,2155.809,-0.019425
1,2013/9/27,5,2150.961,2165.777,2149.594,2160.027,0.001957
1,2013/9/30,1,2167.734,2176.303,2165.162,2174.665,0.006777
1,2013/10/8,2,2171.904,2200.018,2161.489,2198.199,0.010822
1,2013/10/9,3,2191.392,2212.347,2185.181,2211.769,0.006173
1,2013/10/10,4,2214.405,2214.592,2186.48,2190.929,-0.009422
1,2013/10/11,5,2201.409,2228.871,2200.53,2228.146,0.016987
1,2013/10/14,1,2232.218,2242.984,2226.403,2237.773,0.004321
1,2013/10/15,2,2237.931,2240.25,2221.139,2233.412,-0.001949
1,2013/10/16,3,2228.113,2228.113,2183.403,2193.074,-0.018061
1,2013/10/17,4,2201.71,2211.03,2183.246,2188.542,-0.002067
1,2013/10/18,5,2188.714,2203.291,2184.36,2193.78,0.002393
1,2013/10/21,1,2198.114,2230.285,2190.394,2229.237,0.016163
1,2013/10/22,2,2227.341,2227.341,2204.244,2210.652,-0.008337
1,2013/10/23,3,2213.274,2226.847,2177.725,2183.107,-0.01246
1,2013/10/24,4,2178.82,2183.412,2159.871,2164.322,-0.008605
1,2013/10/25,5,2163.689,2170.612,2122.678,2132.955,-0.014493
1,2013/10/28,1,2135.879,2140.957,2123.069,2133.869,0.000429
1,2013/10/29,2,2135.226,2163.657,2093.197,2128.864,-0.002346
1,2013/10/30,3,2126.69,2161.935,2121.841,2160.463,0.014843
1,2013/10/31,4,2155.511,2155.511,2137.466,2141.614,-0.008725
1,2013/11/1,5,2139.88,2157.313,2132.629,2149.562,0.003711
1,2013/11/4,1,2156.087,2160.578,2143.207,2149.634,0.000033
1,2013/11/5,2,2139.837,2158.148,2124.845,2157.24,0.003538
1,2013/11/6,3,2149.39,2166.171,2138.78,2139.607,-0.008174
1,2013/11/7,4,2136.627,2141.6,2119.186,2129.4,-0.004771
1,2013/11/8,5,2120.923,2128.581,2103.51,2106.127,-0.010929
1,2013/11/11,1,2103.299,2117.28,2093.626,2109.471,0.001588
1,2013/11/12,2,2110.724,2127.938,2108.396,2126.772,0.008202
1,2013/11/13,3,2117.886,2117.912,2086.006,2087.941,-0.018258
1,2013/11/14,4,2087.119,2102.38,2078.988,2100.506,0.006018
1,2013/11/15,5,2100.9,2153.213,2100.786,2135.827,0.016815
1,2013/11/18,1,2147.373,2198.316,2143.768,2197.219,0.028744
1,2013/11/19,2,2198.318,2203.297,2186.114,2193.125,-0.001863
1,2013/11/20,3,2201.474,2207.105,2186.642,2206.613,0.00615
1,2013/11/21,4,2197.008,2206.531,2177.735,2205.766,-0.000384
1,2013/11/22,5,2206.471,2211.066,2188.767,2196.378,-0.004256
1,2013/11/25,1,2186.058,2209.148,2181.418,2186.115,-0.004673
1,2013/11/26,2,2184.332,2192.579,2176.177,2183.073,-0.001392
1,2013/11/27,3,2181.725,2207.617,2176.847,2201.07,0.008244
1,2013/11/28,4,2204.378,2234.387,2202.623,2219.372,0.008315
1,2013/11/29,5,2221.618,2224.944,2212.263,2220.504,0.00051
1,2013/12/2,1,2203.122,2231.921,2172.633,2207.371,-0.005914
1,2013/12/3,2,2196.824,2227.925,2193.251,2222.67,0.006931
1,2013/12/4,3,2219.965,2260.871,2215.916,2251.762,0.013089
1,2013/12/5,4,2252.723,2255.261,2239.144,2247.063,-0.002087
1,2013/12/6,5,2242.563,2248.147,2228.632,2237.108,-0.00443
1,2013/12/9,1,2241.793,2249.169,2231.734,2238.2,0.000488
1,2013/12/10,2,2239.864,2250.504,2231.68,2237.492,-0.000316
1,2013/12/11,3,2228.633,2228.633,2193.16,2204.166,-0.014894
1,2013/12/12,4,2199.317,2214.548,2194.901,2202.796,-0.000622
1,2013/12/13,5,2188.259,2204.637,2183.842,2196.075,-0.003051
1,2013/12/16,1,2197.234,2201.696,2159.987,2160.861,-0.016035
1,2013/12/17,2,2161.536,2165.543,2146.314,2151.079,-0.004527
1,2013/12/18,3,2150.412,2156.593,2142.624,2148.285,-0.001299
1,2013/12/19,4,2153.674,2159.142,2126.246,2127.792,-0.009539
1,2013/12/20,5,2128.374,2131.737,2082.855,2084.794,-0.020208
1,2013/12/23,1,2089.539,2099.522,2068.543,2089.707,0.002357
1,2013/12/24,2,2094.073,2111.805,2079.81,2092.905,0.00153
1,2013/12/25,3,2095.019,2107.232,2088.297,2106.354,0.006426
1,2013/12/26,4,2102.66,2102.66,2070.546,2073.099,-0.015788
1,2013/12/27,5,2074.592,2110.357,2069.59,2101.251,0.01358
1,2013/12/30,1,2108.883,2112.009,2095.063,2097.529,-0.001771
1,2013/12/31,2,2090.679,2120.274,2087.415,2115.978,0.008796
1,2014/1/2,4,2112.126,2113.11,2101.016,2109.387,-0.003115
1,2014/1/3,5,2101.542,2102.167,2075.899,2083.136,-0.012445
1,2014/1/6,1,2078.684,2078.684,2034.006,2045.709,-0.017967
1,2014/1/7,2,2034.224,2052.279,2029.246,2047.317,0.000786
1,2014/1/8,3,2047.256,2062.952,2037.11,2044.34,-0.001454
1,2014/1/9,4,2041.773,2057.196,2026.446,2027.622,-0.008178
1,2014/1/10,5,2023.535,2029.297,2008.007,2013.298,-0.007064
1,2014/1/13,1,2014.978,2027.181,2000.404,2009.564,-0.001855
1,2014/1/14,2,2007.156,2027.428,2001.135,2026.842,0.008598
1,2014/1/15,3,2024.228,2027.409,2010.204,2023.348,-0.001724
1,2014/1/16,4,2022.538,2034.707,2014.407,2023.701,0.000174
1,2014/1/17,5,2017.522,2017.868,2001.33,2004.949,-0.009266
1,2014/1/20,1,2001.894,2005.938,1984.824,1991.253,-0.006831
1,2014/1/21,2,1992.015,2014.152,1992.015,2008.313,0.008567
1,2014/1/22,3,2009.969,2052.339,2008.93,2051.749,0.021628
1,2014/1/23,4,2048.331,2052.528,2039.052,2042.18,-0.004664
1,2014/1/24,5,2037.667,2060.986,2034.453,2054.392,0.00598
1,2014/1/27,1,2044.272,2044.846,2029.626,2033.3,-0.010267
1,2014/1/28,2,2036.402,2047.129,2026.987,2038.513,0.002564
1,2014/1/29,3,2042.176,2051.583,2039.771,2049.914,0.005593
1,2014/1/30,4,2045.931,2045.931,2031.466,2033.083,-0.008211
1,2014/2/7,5,2022.323,2044.73,2014.698,2044.497,0.005614
1,2014/2/10,1,2049.984,2087.975,2049.984,2086.067,0.020333
1,2014/2/11,2,2086.177,2111.061,2082.522,2103.671,0.008439
1,2014/2/12,3,2103.828,2110.904,2096.509,2109.955,0.002987
1,2014/2/13,4,2106.934,2122.826,2096.966,2098.401,-0.005476
1,2014/2/14,5,2097.32,2116.186,2095.09,2115.848,0.008314
1,2014/2/17,1,2124.88,2136.447,2117.689,2135.415,0.009248
1,2014/2/18,2,2134.143,2134.143,2113.128,2119.066,-0.007656
1,2014/2/19,3,2116.919,2152.961,2111.168,2142.554,0.011084
1,2014/2/20,4,2152.891,2177.978,2136.481,2138.782,-0.001761
1,2014/2/21,5,2131.592,2132.703,2098.328,2113.693,-0.011731
1,2014/2/24,1,2099.717,2099.717,2058.791,2076.686,-0.017508
1,2014/2/25,2,2077.285,2087.616,2026.543,2034.219,-0.020449
1,2014/2/26,3,2026.61,2041.627,2014.381,2041.254,0.003458
1,2014/2/27,4,2045.096,2068.314,2036.391,2047.354,0.002988
1,2014/2/28,5,2040.624,2058.489,2020.935,2056.302,0.004371
1,2014/3/3,1,2052.075,2078.333,2047.067,2075.235,0.009207
1,2014/3/4,2,2068.107,2074.025,2050.125,2071.473,-0.001813
1,2014/3/5,3,2073.295,2074.815,2050.175,2053.084,-0.008877
1,2014/3/6,4,2050.032,2065.79,2030.946,2059.578,0.003163
1,2014/3/7,5,2058.375,2079.49,2050.47,2057.908,-0.000811
1,2014/3/10,1,2042.352,2042.634,1995.549,1999.065,-0.028594
1,2014/3/11,2,1994.415,2008.071,1985.599,2001.157,0.001046
1,2014/3/12,3,1996.239,2011.06,1974.382,1997.692,-0.001731
1,2014/3/13,4,2000.695,2029.12,1996.529,2019.111,0.010722
1,2014/3/14,5,2008.825,2017.913,1990.98,2004.339,-0.007316
1,2014/3/17,1,2009.882,2024.372,1999.249,2023.673,0.009646
1,2014/3/18,2,2026.224,2034.917,2020.41,2025.196,0.000753
1,2014/3/19,3,2019.98,2022.181,2002.441,2021.734,-0.001709
1,2014/3/20,4,2017.22,2030.847,1993.002,1993.479,-0.013976
1,2014/3/21,5,1987.679,2052.472,1986.071,2047.619,0.027159
1,2014/3/24,1,2050.827,2074.056,2043.33,2066.279,0.009113
1,2014/3/25,2,2063.323,2079.551,2057.491,2067.311,0.000499
1,2014/3/26,3,2070.574,2074.572,2057.648,2063.67,-0.001761
1,2014/3/27,4,2060.812,2073.982,2042.713,2046.588,-0.008277
1,2014/3/28,5,2046.851,2060.134,2035.243,2041.712,-0.002383
1,2014/3/31,1,2043.045,2048.134,2024.185,2033.306,-0.004117
1,2014/4/1,2,2031.005,2050.681,2028.096,2047.46,0.006961
1,2014/4/2,3,2049.423,2060.778,2046.742,2058.988,0.00563
1,2014/4/3,4,2063.497,2066.007,2037.447,2043.702,-0.007424
1,2014/4/4,5,2037.552,2060.104,2035.221,2058.831,0.007403
1,2014/4/8,2,2054.53,2102.452,2052.9,2098.284,0.019163
1,2014/4/9,3,2100.651,2108.75,2095.64,2105.237,0.003314
1,2014/4/10,4,2105.876,2146.67,2098.079,2134.3,0.013805
1,2014/4/11,5,2130.368,2138.651,2120.179,2130.542,-0.001761
1,2014/4/14,1,2127.409,2134.434,2116.61,2131.539,0.000468
1,2014/4/15,2,2125.902,2125.902,2098.15,2101.601,-0.014045
1,2014/4/16,3,2097.213,2112.05,2092.157,2105.122,0.001675
1,2014/4/17,4,2108.947,2110.716,2095.714,2098.885,-0.002963
1,2014/4/18,5,2091.48,2099.637,2081.185,2097.748,-0.000542
1,2014/4/21,1,2085.98,2103.078,2065.234,2065.826,-0.015217
1,2014/4/22,2,2062.787,2073.663,2047.332,2072.831,0.003391
1,2014/4/23,3,2068.084,2076.349,2059.109,2067.382,-0.002629
1,2014/4/24,4,2064.156,2075.757,2056.193,2057.033,-0.005006
1,2014/4/25,5,2060.538,2065.643,2035.566,2036.519,-0.009973
1,2014/4/28,1,2033.337,2035.99,2000.137,2003.487,-0.01622
1,2014/4/29,2,2001.896,2021.68,1997.64,2020.341,0.008412
1,2014/4/30,3,2020.438,2029.538,2016.577,2026.358,0.002978
1,2014/5/5,1,2022.178,2028.957,2007.351,2027.353,0.000491
1,2014/5/6,2,2024.256,2038.705,2021.485,2028.038,0.000338
1,2014/5/7,3,2023.152,2024.631,2008.451,2010.083,-0.008853
1,2014/5/8,4,2006.853,2036.941,2005.685,2015.274,0.002582
1,2014/5/9,5,2016.501,2020.454,2001.3,2011.135,-0.002054
1,2014/5/12,1,2022.932,2055.506,2016.638,2052.871,0.020752
1,2014/5/13,2,2055.079,2061.06,2043.547,2050.728,-0.001044
1,2014/5/14,3,2049.27,2056.574,2042.744,2047.91,-0.001374
1,2014/5/15,4,2044.377,2047.316,2022.861,2024.974,-0.0112
1,2014/5/16,5,2023.596,2027.756,2012.694,2026.504,0.000756
1,2014/5/19,1,2023.014,2023.267,1996.015,2005.183,-0.010521
1,2014/5/20,2,2011.846,2018.156,2002.759,2008.119,0.001464
1,2014/5/21,3,2001.306,2025.194,1991.055,2024.951,0.008382
1,2014/5/22,4,2023.148,2041.96,2018.877,2021.285,-0.00181
1,2014/5/23,5,2020.115,2034.569,2017.739,2034.569,0.006572
1,2014/5/26,1,2042.028,2045.381,2035.094,2041.476,0.003395
1,2014/5/27,2,2039.791,2044.148,2032.839,2034.565,-0.003385
1,2014/5/28,3,2034.561,2052.656,2029.336,2050.228,0.007698
1,2014/5/29,4,2051.84,2057.077,2039.238,2040.595,-0.004699
1,2014/5/30,5,2040.394,2046.96,2031.373,2039.212,-0.000678
1,2014/6/3,2,2039.196,2049.576,2037.3,2038.305,-0.000445
1,2014/6/4,3,2037.989,2038.481,2012.913,2024.834,-0.006609
1,2014/6/5,4,2019.442,2041.701,2016.175,2040.878,0.007924
1,2014/6/6,5,2040.864,2041.573,2022.158,2029.956,-0.005352
1,2014/6/9,1,2024.942,2045.255,2023.198,2030.502,0.000269
1,2014/6/10,2,2033.207,2052.765,2026.389,2052.532,0.01085
1,2014/6/11,3,2049.128,2056.631,2045.407,2054.948,0.001177
1,2014/6/12,4,2051.582,2057.105,2045.962,2051.713,-0.001574
1,2014/6/13,5,2049.206,2073.596,2048.618,2070.715,0.009262
1,2014/6/16,1,2070.699,2087.322,2069.441,2085.983,0.007373
1,2014/6/17,2,2080.482,2080.482,2064.666,2066.698,-0.009245
1,2014/6/18,3,2064.383,2066.913,2051.746,2055.519,-0.005409
1,2014/6/19,4,2054.62,2059.255,2017.653,2023.735,-0.015463
1,2014/6/20,5,2013.414,2027.148,2010.53,2026.674,0.001452
1,2014/6/23,1,2026.226,2033.32,2022.917,2024.365,-0.001139
1,2014/6/24,2,2023.699,2034.707,2021.75,2033.931,0.004725
1,2014/6/25,3,2030.433,2030.616,2018.36,2025.502,-0.004144
1,2014/6/26,4,2025.662,2040.754,2025.314,2038.677,0.006505
1,2014/6/27,5,2031.907,2043.982,2025.073,2036.51,-0.001063
1,2014/6/30,1,2038.613,2052.342,2038.527,2048.327,0.005803
1,2014/7/1,2,2051.225,2052.635,2041.937,2050.381,0.001003
1,2014/7/2,3,2049.485,2060.595,2044.035,2059.418,0.004407
1,2014/7/3,4,2051.632,2066.641,2048.081,2063.229,0.001851
1,2014/7/4,5,2062.358,2065.078,2054.217,2059.375,-0.001868
1,2014/7/7,1,2058.128,2064.043,2050.887,2059.927,0.000268
1,2014/7/8,2,2058.134,2064.433,2047.204,2064.021,0.001987
1,2014/7/9,3,2061.635,2062.474,2037.601,2038.612,-0.01231
1,2014/7/10,4,2036.54,2045.527,2034.956,2038.342,-0.000132
1,2014/7/11,5,2033.869,2051.737,2033.004,2046.961,0.004228
1,2014/7/14,1,2047.744,2067.342,2044.901,2066.646,0.009617
1,2014/7/15,2,2065.9,2070.358,2059.679,2070.357,0.001796
1,2014/7/16,3,2068.343,2075.493,2061.572,2067.276,-0.001488
1,2014/7/17,4,2062.888,2062.888,2046.189,2055.591,-0.005652
1,2014/7/18,5,2047.498,2067.233,2045.996,2059.067,0.001691
1,2014/7/21,1,2057.767,2061.823,2049.175,2054.479,-0.002228
1,2014/7/22,2,2050.5,2078.085,2049.815,2075.481,0.010223
1,2014/7/23,3,2074.195,2088.192,2072.229,2078.489,0.001449
1,2014/7/24,4,2079.632,2107.946,2079.632,2105.062,0.012785
1,2014/7/25,5,2108.714,2127.217,2106.714,2126.614,0.010238
1,2014/7/28,1,2135.249,2181.496,2135.249,2177.948,0.024139
1,2014/7/29,2,2179.826,2193.523,2172.102,2183.192,0.002408
1,2014/7/30,3,2178.179,2194.572,2177.244,2181.243,-0.000893
1,2014/7/31,4,2179.543,2202.126,2173.9,2201.562,0.009315
1,2014/8/1,5,2194.17,2218.789,2184.641,2185.303,-0.007385
1,2014/8/4,1,2190.036,2224.068,2186.917,2223.331,0.017402
1,2014/8/5,2,2224.632,2226.838,2206.85,2219.945,-0.001523
1,2014/8/6,3,2212.003,2223.893,2192.993,2217.465,-0.001117
1,2014/8/7,4,2216.659,2220.568,2185.763,2187.669,-0.013437
1,2014/8/8,5,2188.709,2199.578,2180.597,2194.425,0.003088
1,2014/8/11,1,2199.433,2225.961,2198.314,2224.654,0.013775
1,2014/8/12,2,2222.696,2222.979,2210,2221.595,-0.001375
1,2014/8/13,3,2223.051,2230.991,2202.443,2222.877,0.000577
1,2014/8/14,4,2221.541,2230.894,2204.384,2206.466,-0.007383
1,2014/8/15,5,2207.226,2230.872,2203.242,2226.734,0.009186
1,2014/8/18,1,2229.804,2242.035,2228.134,2239.466,0.005718
1,2014/8/19,2,2242.34,2246.016,2227.925,2245.33,0.002618
1,2014/8/20,3,2241.664,2248.939,2233.892,2240.211,-0.00228
1,2014/8/21,4,2239.568,2240.077,2211.63,2230.458,-0.004354
1,2014/8/22,5,2228.974,2243.303,2225.267,2240.812,0.004642
1,2014/8/25,1,2241.1,2241.553,2222.009,2229.274,-0.005149
1,2014/8/26,2,2225.291,2232.785,2200.618,2207.106,-0.009944
1,2014/8/27,3,2207.03,2216.67,2204.048,2209.465,0.001069
1,2014/8/28,4,2210.484,2219.473,2194.861,2195.818,-0.006177
1,2014/8/29,5,2198.946,2218.696,2193.263,2217.2,0.009738
1,2014/9/1,1,2220.129,2236.286,2217.685,2235.511,0.008259
1,2014/9/2,2,2239.684,2267.509,2234.378,2266.046,0.013659
1,2014/9/3,3,2268.395,2290.547,2268.1,2288.627,0.009965
1,2014/9/4,4,2290.029,2307.701,2283.277,2306.862,0.007968
1,2014/9/5,5,2311.305,2327.557,2307.447,2326.432,0.008483
1,2014/9/9,2,2328.426,2331.917,2315.894,2326.527,0.000041
1,2014/9/10,3,2318.496,2321.908,2306.421,2318.305,-0.003534
1,2014/9/11,4,2315.732,2343.595,2304.602,2311.679,-0.002858
1,2014/9/12,5,2308.346,2331.95,2302.775,2331.95,0.008769
1,2014/9/15,1,2330.187,2340.449,2321.593,2339.14,0.003083
1,2014/9/16,2,2341.027,2347.935,2293.869,2296.555,-0.018205
1,2014/9/17,3,2298.982,2309.048,2282.795,2307.893,0.004937
1,2014/9/18,4,2303.85,2319.875,2297.931,2315.928,0.003482
1,2014/9/19,5,2312.984,2331.561,2305.517,2329.451,0.005839
1,2014/9/22,1,2323.554,2323.554,2284.378,2289.866,-0.016993
